               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.031731,            0.011021,           0.0074021,             0.57075,              0.5583,             0.52683,             0.19773,            0.043917,             0.00719,           0.0068062,           0.0085348,           0.0085348,           0.0085348
                  76,            0.033561,            0.010698,           0.0058264,             0.87333,             0.50035,             0.62778,              0.2948,             0.04274,           0.0064127,             0.00536,            0.008515,            0.008515,            0.008515
                  77,            0.030165,            0.010155,           0.0070453,             0.60709,             0.51648,             0.53575,             0.23728,            0.041681,           0.0063426,            0.002063,           0.0084952,           0.0084952,           0.0084952
                  78,            0.030871,            0.010798,            0.005653,             0.85136,             0.53921,             0.61209,             0.32465,            0.039484,           0.0071392,           0.0062639,           0.0084754,           0.0084754,           0.0084754
                  79,            0.031336,           0.0097193,           0.0037332,              0.8144,             0.47215,             0.55106,             0.28212,            0.031503,           0.0083869,           0.0046806,           0.0084556,           0.0084556,           0.0084556
                  80,            0.031936,            0.010442,           0.0058702,             0.64926,             0.54817,             0.49539,              0.2428,            0.034279,           0.0075159,           0.0080612,           0.0084358,           0.0084358,           0.0084358
                  81,            0.032108,           0.0097451,           0.0040213,             0.66496,             0.48901,              0.5847,             0.30476,            0.033475,           0.0057945,           0.0089076,            0.008416,            0.008416,            0.008416
                  82,            0.032024,            0.010281,           0.0035684,             0.54266,             0.56593,             0.50547,             0.28141,            0.028875,           0.0063241,           0.0052334,           0.0083962,           0.0083962,           0.0083962
                  83,             0.03071,           0.0096202,           0.0052729,             0.64547,             0.45604,             0.49677,             0.26347,            0.036182,           0.0072114,           0.0060454,           0.0083764,           0.0083764,           0.0083764
                  84,             0.02913,            0.010234,           0.0053308,             0.48443,              0.3022,             0.41543,              0.2337,            0.038915,           0.0077713,           0.0060289,           0.0083566,           0.0083566,           0.0083566
                  85,            0.031332,           0.0095884,           0.0035928,             0.48223,             0.41967,             0.48273,              0.2334,            0.040635,           0.0071557,           0.0095242,           0.0083368,           0.0083368,           0.0083368
                  86,            0.028646,           0.0091568,           0.0046685,             0.68052,             0.47676,             0.48037,             0.24105,            0.043887,           0.0072563,           0.0050752,            0.008317,            0.008317,            0.008317
                  87,            0.028971,            0.009569,           0.0056269,             0.73407,             0.34066,             0.44394,             0.21873,            0.045761,            0.006701,           0.0068318,           0.0082972,           0.0082972,           0.0082972
                  88,            0.030246,            0.010074,           0.0051638,             0.79094,             0.40715,             0.47028,             0.21038,            0.041758,           0.0071375,           0.0059983,           0.0082774,           0.0082774,           0.0082774
                  89,            0.030591,            0.010546,           0.0058678,             0.81817,             0.37912,             0.43566,             0.24923,            0.042867,           0.0074165,           0.0054855,           0.0082576,           0.0082576,           0.0082576
                  90,            0.029861,           0.0093678,           0.0037444,             0.52207,             0.56044,             0.48635,             0.28375,            0.032546,           0.0065677,           0.0069351,           0.0082378,           0.0082378,           0.0082378
                  91,            0.030192,           0.0091782,           0.0043689,             0.75365,             0.56489,              0.5698,             0.28018,            0.036891,           0.0064802,           0.0089046,            0.008218,            0.008218,            0.008218
                  92,            0.027553,           0.0078989,            0.002843,             0.63288,             0.59341,             0.56532,             0.25393,            0.036547,           0.0062261,           0.0090179,           0.0081982,           0.0081982,           0.0081982
                  93,            0.028792,           0.0090124,           0.0037248,             0.56183,             0.56044,             0.48564,             0.22418,            0.037315,           0.0062923,           0.0098534,           0.0081784,           0.0081784,           0.0081784
                  94,            0.029523,           0.0087099,           0.0036215,              0.4899,             0.48271,              0.4496,             0.20846,            0.036437,           0.0076616,           0.0085678,           0.0081586,           0.0081586,           0.0081586
                  95,            0.028764,           0.0089898,           0.0053807,             0.64469,             0.64553,             0.59347,             0.35222,            0.033998,           0.0065324,           0.0078388,           0.0081388,           0.0081388,           0.0081388
                  96,            0.029297,           0.0088577,            0.005749,             0.64443,              0.5989,             0.56452,             0.34517,            0.035926,           0.0061393,            0.011328,            0.008119,            0.008119,            0.008119
                  97,            0.028603,           0.0095799,           0.0040407,             0.81098,             0.37363,             0.53404,             0.32441,             0.03381,           0.0057623,            0.015362,           0.0080992,           0.0080992,           0.0080992
                  98,             0.02831,           0.0092421,           0.0036135,             0.93121,             0.40627,              0.5091,             0.27534,            0.039673,           0.0064297,            0.012137,           0.0080794,           0.0080794,           0.0080794
                  99,            0.028021,           0.0083191,           0.0025744,             0.75284,             0.50324,             0.56917,             0.26359,            0.037665,           0.0075228,           0.0052906,           0.0080596,           0.0080596,           0.0080596
                 100,            0.030002,             0.01006,           0.0033236,             0.67677,             0.61824,             0.60098,             0.33526,            0.034486,           0.0064552,           0.0064065,           0.0080398,           0.0080398,           0.0080398
                 101,            0.027931,           0.0083545,           0.0046901,             0.61582,             0.63277,             0.65079,             0.35884,            0.035894,           0.0059614,           0.0079252,             0.00802,             0.00802,             0.00802
                 102,            0.031269,           0.0087307,           0.0029582,              0.6219,             0.70879,             0.62034,             0.38085,            0.034009,            0.006053,           0.0067563,           0.0080002,           0.0080002,           0.0080002
                 103,            0.030623,           0.0088602,           0.0044119,             0.70842,             0.46586,             0.52942,              0.3314,            0.038161,           0.0065293,           0.0077856,           0.0079804,           0.0079804,           0.0079804
                 104,            0.027517,            0.009468,            0.003521,             0.66576,             0.37912,             0.44512,              0.2334,            0.047375,           0.0067949,            0.009205,           0.0079606,           0.0079606,           0.0079606
                 105,            0.028433,           0.0091288,           0.0039115,             0.33439,              0.4412,             0.42029,             0.26334,            0.042977,           0.0057313,           0.0072919,           0.0079408,           0.0079408,           0.0079408
                 106,            0.028064,           0.0088604,           0.0033691,             0.75962,             0.48901,             0.50727,             0.33826,            0.042424,           0.0063772,           0.0060759,            0.007921,            0.007921,            0.007921
                 107,            0.026756,           0.0098004,            0.004659,             0.72344,             0.52747,             0.63426,             0.39115,            0.036186,           0.0065413,           0.0057665,           0.0079012,           0.0079012,           0.0079012
                 108,            0.026718,           0.0086171,           0.0039836,             0.76998,             0.62385,             0.68502,             0.40183,             0.03696,           0.0063245,           0.0060223,           0.0078814,           0.0078814,           0.0078814
                 109,            0.026991,           0.0083751,            0.003176,                   1,             0.54001,             0.65516,             0.39793,            0.037204,           0.0068748,           0.0054596,           0.0078616,           0.0078616,           0.0078616
                 110,            0.027067,           0.0085987,           0.0056703,             0.99205,              0.5202,             0.67157,             0.41123,            0.033318,           0.0060689,           0.0043979,           0.0078418,           0.0078418,           0.0078418
                 111,            0.030165,           0.0075256,           0.0025136,             0.76681,             0.44505,             0.55849,             0.28892,            0.039997,           0.0064054,           0.0046806,            0.007822,            0.007822,            0.007822
                 112,            0.025828,           0.0092636,           0.0060669,             0.70418,             0.63187,             0.64552,             0.34527,            0.036499,           0.0066347,            0.006424,           0.0078022,           0.0078022,           0.0078022
                 113,            0.026279,           0.0086129,           0.0030593,             0.93339,             0.44233,             0.57216,             0.31209,            0.037254,           0.0070903,           0.0078226,           0.0077824,           0.0077824,           0.0077824
                 114,            0.025966,           0.0091341,           0.0052406,             0.85898,             0.51375,             0.56483,             0.30996,            0.038628,           0.0076065,           0.0068316,           0.0077626,           0.0077626,           0.0077626
                 115,             0.02845,           0.0086382,           0.0041612,             0.71755,             0.51246,             0.50524,             0.30361,            0.033083,           0.0072656,           0.0075024,           0.0077428,           0.0077428,           0.0077428
                 116,            0.028176,           0.0086036,           0.0042891,              0.7184,             0.55659,             0.52571,             0.28655,             0.03047,           0.0065613,           0.0088411,            0.007723,            0.007723,            0.007723
                 117,            0.025793,           0.0089072,           0.0034003,             0.72279,             0.45055,             0.49734,             0.25512,            0.031017,           0.0072036,            0.007935,           0.0077032,           0.0077032,           0.0077032
                 118,            0.025696,           0.0086162,           0.0045998,             0.42215,             0.56347,             0.41104,             0.23954,            0.029442,           0.0077515,           0.0094669,           0.0076834,           0.0076834,           0.0076834
                 119,            0.025166,            0.008529,           0.0026394,             0.80418,             0.52645,             0.53207,             0.32583,            0.027629,           0.0070131,           0.0093103,           0.0076636,           0.0076636,           0.0076636
                 120,            0.025672,            0.008464,           0.0027575,             0.55695,              0.5366,             0.47159,             0.27491,            0.034366,           0.0077298,            0.011607,           0.0076438,           0.0076438,           0.0076438
                 121,              0.0243,           0.0086884,           0.0031358,             0.46285,             0.67033,             0.61666,             0.35726,            0.033316,           0.0068603,            0.011454,            0.007624,            0.007624,            0.007624
                 122,            0.025662,           0.0082172,           0.0062145,             0.80612,             0.45604,             0.59194,             0.34112,            0.031387,            0.006465,            0.010304,           0.0076042,           0.0076042,           0.0076042
                 123,            0.026996,           0.0084041,           0.0031058,             0.69166,             0.58478,             0.61482,             0.39691,            0.034308,           0.0060573,           0.0051365,           0.0075844,           0.0075844,           0.0075844
                 124,            0.028025,            0.008627,           0.0034168,             0.69733,             0.52747,             0.62373,             0.42251,            0.032295,           0.0058064,           0.0053194,           0.0075646,           0.0075646,           0.0075646
                 125,            0.026166,           0.0090386,           0.0047778,             0.86635,             0.59218,             0.63329,             0.42635,            0.031164,           0.0051944,           0.0070118,           0.0075448,           0.0075448,           0.0075448
                 126,            0.025832,           0.0082109,           0.0032237,             0.83998,             0.37912,             0.53256,             0.35805,            0.028203,           0.0060189,           0.0068631,            0.007525,            0.007525,            0.007525
                 127,            0.027877,            0.008747,           0.0037652,             0.64836,             0.48901,             0.52937,             0.35023,            0.026759,           0.0063286,            0.011431,           0.0075052,           0.0075052,           0.0075052
                 128,            0.026584,           0.0082648,           0.0032325,              0.9032,             0.49332,             0.57431,             0.41252,            0.028585,           0.0064795,           0.0071898,           0.0074854,           0.0074854,           0.0074854
                 129,            0.026484,           0.0085292,           0.0039191,             0.80145,             0.48901,             0.60781,             0.39626,            0.029043,           0.0068011,           0.0078856,           0.0074656,           0.0074656,           0.0074656
                 130,            0.028032,            0.008466,           0.0032331,             0.88336,             0.47895,             0.63619,             0.34133,            0.029954,           0.0069618,           0.0074432,           0.0074458,           0.0074458,           0.0074458
                 131,             0.02624,           0.0079988,            0.005479,             0.62078,             0.52198,             0.53002,             0.28301,            0.031578,           0.0071571,            0.035797,            0.007426,            0.007426,            0.007426
                 132,            0.024659,           0.0080827,           0.0038438,             0.61079,             0.56593,             0.60147,             0.34517,            0.033536,           0.0065334,            0.010247,           0.0074062,           0.0074062,           0.0074062
                 133,             0.02379,           0.0083104,           0.0033808,              0.8529,             0.48224,             0.58276,              0.3856,            0.032098,           0.0056832,           0.0072974,           0.0073864,           0.0073864,           0.0073864
                 134,            0.024652,            0.008257,           0.0022536,             0.67703,             0.64195,             0.65528,             0.42542,            0.029434,           0.0057981,           0.0060715,           0.0073666,           0.0073666,           0.0073666
                 135,            0.026436,           0.0082313,           0.0060736,             0.82283,             0.48352,              0.5949,             0.37573,            0.028813,           0.0060122,           0.0066316,           0.0073468,           0.0073468,           0.0073468
                 136,            0.024573,           0.0087871,           0.0032063,             0.69566,             0.50909,             0.57895,             0.35014,            0.029301,            0.006701,           0.0084217,            0.007327,            0.007327,            0.007327
                 137,            0.024891,           0.0080346,           0.0027748,             0.81316,             0.44729,             0.56031,             0.34486,             0.02947,           0.0069625,           0.0087263,           0.0073072,           0.0073072,           0.0073072
                 138,             0.02596,           0.0076657,           0.0033801,             0.72939,              0.5989,             0.63518,             0.34568,            0.030882,           0.0071883,           0.0081255,           0.0072874,           0.0072874,           0.0072874
