               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.029032,            0.011842,            0.002517,             0.91934,             0.89334,             0.96185,             0.61403,            0.024324,           0.0043075,           0.0016692,            0.007558,            0.007558,            0.007558
                  76,            0.028865,            0.012328,            0.002794,             0.94782,             0.90131,             0.95095,             0.63152,            0.022295,           0.0044174,           0.0010902,            0.007525,            0.007525,            0.007525
                  77,            0.028525,            0.011963,           0.0027957,             0.96518,             0.91417,             0.94324,             0.62488,            0.024589,           0.0039239,           0.0015124,            0.007492,            0.007492,            0.007492
                  78,            0.028756,            0.011655,           0.0031412,             0.94502,             0.92046,              0.9432,             0.59625,            0.025602,           0.0042284,            0.001611,            0.007459,            0.007459,            0.007459
                  79,            0.028585,            0.011863,           0.0027367,               0.937,             0.88273,             0.94085,             0.64197,            0.026134,           0.0041494,           0.0011363,            0.007426,            0.007426,            0.007426
                  80,            0.028901,            0.011606,           0.0027699,             0.92392,              0.8747,             0.94104,             0.63721,            0.021419,           0.0043204,           0.0016056,            0.007393,            0.007393,            0.007393
                  81,            0.027603,             0.01118,           0.0030775,             0.89977,             0.86924,             0.94604,             0.56882,            0.026018,           0.0042999,           0.0012836,             0.00736,             0.00736,             0.00736
                  82,              0.0281,            0.011292,           0.0031142,             0.96203,             0.86034,             0.96823,             0.60351,            0.027457,             0.00404,            0.001296,            0.007327,            0.007327,            0.007327
                  83,            0.028325,            0.011392,           0.0029859,             0.95833,             0.93702,              0.9624,             0.61147,            0.026045,             0.00437,           0.0014596,            0.007294,            0.007294,            0.007294
                  84,            0.028456,            0.011627,           0.0035165,             0.95785,             0.87665,             0.93469,              0.5831,            0.028042,           0.0042646,           0.0020852,            0.007261,            0.007261,            0.007261
                  85,            0.028508,            0.011324,           0.0024514,             0.90949,             0.90934,              0.9561,              0.6416,            0.027321,           0.0042582,          0.00032549,            0.007228,            0.007228,            0.007228
                  86,            0.028736,            0.011523,           0.0022795,             0.90147,              0.9086,             0.95392,             0.64533,            0.025283,           0.0040858,          0.00098391,            0.007195,            0.007195,            0.007195
                  87,            0.027728,            0.011578,           0.0023469,             0.90891,             0.91647,             0.95961,             0.65103,            0.027541,           0.0043085,           0.0016114,            0.007162,            0.007162,            0.007162
                  88,             0.02763,            0.011601,           0.0026199,             0.97023,             0.93017,             0.96717,             0.65405,            0.024369,           0.0040479,           0.0010304,            0.007129,            0.007129,            0.007129
                  89,             0.02702,            0.011335,           0.0028512,              0.9304,             0.89096,             0.93319,             0.56844,            0.027519,           0.0042615,            0.001495,            0.007096,            0.007096,            0.007096
                  90,            0.028613,            0.011319,           0.0024975,             0.94723,             0.91003,             0.96997,             0.65114,            0.025529,           0.0040808,          0.00085969,            0.007063,            0.007063,            0.007063
                  91,            0.026268,            0.011423,           0.0021104,             0.93927,             0.91245,             0.96266,             0.64802,            0.024023,           0.0042667,          0.00089588,             0.00703,             0.00703,             0.00703
                  92,            0.027808,            0.011059,           0.0026345,             0.93791,             0.88617,             0.94312,             0.60127,            0.025603,           0.0043871,           0.0017255,            0.006997,            0.006997,            0.006997
                  93,            0.027302,            0.011257,           0.0020856,             0.93679,             0.95018,             0.97203,             0.68296,            0.022652,           0.0039427,          0.00090828,            0.006964,            0.006964,            0.006964
