               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 102,            0.034322,            0.011686,           0.0096604,             0.89734,             0.66375,             0.72648,             0.30556,            0.036389,           0.0063751,            0.006336,            0.006667,            0.006667,            0.006667
                 103,            0.038527,              0.0135,           0.0057196,             0.88477,              0.6709,             0.72125,             0.32766,            0.038646,           0.0061228,           0.0067929,            0.006634,            0.006634,            0.006634
                 104,            0.036114,            0.010309,           0.0065822,             0.98453,             0.66749,             0.74262,              0.3914,            0.037288,           0.0062692,           0.0066352,            0.006601,            0.006601,            0.006601
                 105,            0.035639,            0.011051,           0.0052517,             0.94783,             0.66952,             0.75214,             0.40683,             0.03782,            0.006327,           0.0064419,            0.006568,            0.006568,            0.006568
                 106,              0.0353,            0.011082,           0.0072681,             0.77956,             0.70879,             0.71005,             0.31324,            0.036016,           0.0060795,            0.005581,            0.006535,            0.006535,            0.006535
                 107,            0.036621,            0.011654,           0.0079536,             0.80941,             0.74823,             0.77477,             0.36456,            0.036519,           0.0058958,           0.0048364,            0.006502,            0.006502,            0.006502
                 108,            0.036992,            0.013609,           0.0094891,             0.59579,             0.70879,             0.72644,             0.35958,            0.033938,           0.0063156,           0.0058392,            0.006469,            0.006469,            0.006469
                 109,            0.036039,            0.011645,           0.0055402,             0.62663,              0.7323,             0.71831,             0.29815,            0.033831,            0.006255,           0.0061908,            0.006436,            0.006436,            0.006436
                 110,            0.034932,            0.011182,           0.0070223,             0.64221,             0.61306,             0.70109,             0.35493,            0.032868,           0.0061754,           0.0066994,            0.006403,            0.006403,            0.006403
                 111,            0.035314,            0.012522,           0.0072882,             0.73762,             0.59341,             0.70361,             0.35731,            0.034067,            0.005976,            0.007173,             0.00637,             0.00637,             0.00637
                 112,            0.034933,            0.010779,           0.0052302,             0.73467,             0.56044,             0.69483,             0.36492,            0.034847,           0.0060745,           0.0082856,            0.006337,            0.006337,            0.006337
                 113,            0.031068,             0.01074,           0.0050875,              0.7024,             0.56044,             0.64717,             0.32922,            0.036361,           0.0063498,           0.0094171,            0.006304,            0.006304,            0.006304
                 114,            0.034677,            0.011835,             0.00777,             0.57387,             0.52198,             0.62032,             0.30634,            0.041127,           0.0069068,            0.011156,            0.006271,            0.006271,            0.006271
                 115,            0.034475,            0.011818,            0.008506,              0.6254,             0.61981,             0.61395,             0.26576,            0.039459,           0.0073853,            0.012541,            0.006238,            0.006238,            0.006238
                 116,            0.038515,            0.012087,           0.0089365,             0.58979,             0.52198,             0.62028,             0.33429,            0.039333,           0.0072334,            0.012276,            0.006205,            0.006205,            0.006205
                 117,            0.032822,            0.012551,           0.0049897,             0.74783,              0.6283,             0.65776,             0.34804,            0.036738,           0.0070938,            0.012845,            0.006172,            0.006172,            0.006172
                 118,            0.030831,            0.011422,           0.0055827,             0.58939,             0.56044,              0.6336,             0.35464,            0.035965,           0.0070455,            0.012583,            0.006139,            0.006139,            0.006139
                 119,            0.029828,            0.010497,             0.00592,              0.7316,             0.60882,             0.65882,             0.35837,            0.035292,           0.0070005,            0.012393,            0.006106,            0.006106,            0.006106
                 120,            0.037931,            0.011185,           0.0062413,             0.62913,             0.74098,             0.64205,             0.34996,            0.033114,           0.0065251,            0.012242,            0.006073,            0.006073,            0.006073
                 121,            0.030875,            0.012602,           0.0068788,             0.61688,             0.60094,             0.60873,             0.33085,            0.031233,           0.0064626,            0.012647,             0.00604,             0.00604,             0.00604
                 122,            0.032155,            0.010731,           0.0059998,             0.68841,             0.67033,             0.65258,             0.37477,            0.033346,           0.0061363,            0.011606,            0.006007,            0.006007,            0.006007
                 123,            0.031277,             0.01142,            0.007023,             0.70026,             0.48836,             0.68508,             0.29527,            0.033554,            0.006413,            0.011436,            0.005974,            0.005974,            0.005974
                 124,            0.034194,            0.011768,             0.00518,             0.56418,             0.62435,             0.65511,             0.36841,            0.035469,           0.0064136,            0.012887,            0.005941,            0.005941,            0.005941
